,MODEL,Region,Scenario,Year,Total_CO2,Total_GHG,TOTAL_CDR,CO2_Emissions,CUM_CO2,cumPopulation,CUM_CDR,GDP_cap,CUM_CDR_fair_share_by_GDP,CUM_CDR_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_GDP
681,REMIND,IND,SSP2-19-SPA2-V17,2080,-621.6,524.6,916.61,1441.21,210610.65,135615.21,38110.86,31.98,0,0,-38110.86,-38110.86
682,REMIND,IND,SSP2-19-SPA2-V17,2090,-638.2,391.7,916.6,1308.3,224358.2,152775.21,47276.91,38.69,0,0,-47276.91,-47276.91
683,REMIND,IND,SSP2-19-SPA2-V17,2100,-634.9,293.7,916.6,1210.3,236951.24,169210.21,56442.95,46.09,0,0,-56442.95,-56442.95
684,REMIND,LAM,SSP2-19-SPA2-V17,2020,4922.02,6841,39.64,6880.64,133746.12,17198.82,39.64,13.24,0,39.53,-0.11,-39.64
685,REMIND,LAM,SSP2-19-SPA2-V17,2030,3581.79,5612,211.9,5823.9,197268.84,23884.32,1297.36,16.61,0,1185.41,-111.95,-1297.36
686,REMIND,LAM,SSP2-19-SPA2-V17,2040,1486.34,2946,923.21,3869.21,245734.41,30972.32,6972.93,19.99,5722.19,7878.81,905.89,-1250.74
687,REMIND,LAM,SSP2-19-SPA2-V17,2050,-758.6,622,1307.98,1929.98,274730.39,38312.32,18128.91,24.52,21025.9,23891.28,5762.37,2896.98
688,REMIND,LAM,SSP2-19-SPA2-V17,2060,-514.8,783.9,1639.78,2423.68,296498.73,45750.32,32867.75,29.93,41975.22,46974.64,14106.89,9107.46
689,REMIND,LAM,SSP2-19-SPA2-V17,2070,-1547,-261.9,2161.37,1899.47,318114.51,53154.82,51873.53,36.61,66607.92,75931.01,24057.48,14734.39
690,REMIND,LAM,SSP2-19-SPA2-V17,2080,-2203.98,-1042,2593.2,1551.2,335367.88,60431.82,75646.4,44.47,95165.72,106852.74,31206.34,19519.32
691,REMIND,LAM,SSP2-19-SPA2-V17,2090,-2073.03,-1017,2663.72,1646.72,351357.48,67511.32,101931,53.42,127139.37,140024.88,38093.88,25208.37
692,REMIND,LAM,SSP2-19-SPA2-V17,2100,-2414,-1480,2786.6,1306.6,366124.09,74350.82,129182.61,63.12,161781.74,174775.79,45593.18,32599.13
693,REMIND,MEA,SSP2-19-SPA2-V17,2020,3893.65,5263,5.13,5268.13,104211.38,13087.42,5.13,0,,36.34,31.2,
694,REMIND,MEA,SSP2-19-SPA2-V17,2030,3080,3751,92.91,3843.91,149771.58,18780.42,495.34,0,0,759.72,264.39,-495.34
695,REMIND,MEA,SSP2-19-SPA2-V17,2040,586.74,1077,970.93,2047.93,179230.77,25092.42,5814.53,0,0,3634.23,-2180.3,-5814.53
696,REMIND,MEA,SSP2-19-SPA2-V17,2050,-1017,-502,1757,1255,195745.46,31913.42,19454.22,0,0,8640.98,-10813.24,-19454.22
697,REMIND,MEA,SSP2-19-SPA2-V17,2060,-1709,-1236,2074,838,206210.5,39102.92,38609.25,0,0,13281.15,-25328.1,-38609.25
698,REMIND,MEA,SSP2-19-SPA2-V17,2070,-1956,-1512,2209.05,697.05,213885.75,46510.42,60024.51,0,0,15626.05,-44398.46,-60024.51
699,REMIND,MEA,SSP2-19-SPA2-V17,2080,-2071,-1674,2292.13,618.13,220461.63,54001.42,82530.38,0,0,15989.24,-66541.14,-82530.38
700,REMIND,MEA,SSP2-19-SPA2-V17,2090,-2066,-1705,2300.76,595.76,226531.07,61468.42,105494.83,0,0,14288.88,-91205.95,-105494.83
701,REMIND,MEA,SSP2-19-SPA2-V17,2100,-2099,-1742,2318,576,232389.86,68839.92,128588.61,0,0,11237.76,-117350.86,-128588.61
702,REMIND,RUS,SSP2-19-SPA2-V17,2020,1172.87,2093,259.7,2352.7,82601.03,4498.97,259.7,20.68,35.77,132.55,-127.15,-223.93
703,REMIND,RUS,SSP2-19-SPA2-V17,2030,1037.97,1701,137.34,1838.34,103556.19,5906.97,2244.86,27.03,545.11,2060.32,-184.53,-1699.75
704,REMIND,RUS,SSP2-19-SPA2-V17,2040,381.14,1037,485.27,1522.27,120359.24,7293.97,5357.91,32.05,2654.07,10507.88,5149.97,-2703.83
705,REMIND,RUS,SSP2-19-SPA2-V17,2050,8.22,611.9,698.89,1310.79,134524.56,8666.47,11278.73,35.64,6960.27,30026.57,18747.84,-4318.47
706,REMIND,RUS,SSP2-19-SPA2-V17,2060,-211.69,350.8,768.14,1118.94,146673.23,10026.97,18613.9,42.37,12449.6,56789.25,38175.35,-6164.3
707,REMIND,RUS,SSP2-19-SPA2-V17,2070,-459.96,117.4,813.31,930.71,156921.53,11370.97,26521.19,49.39,18618.58,86294.53,59773.33,-7902.61
708,REMIND,RUS,SSP2-19-SPA2-V17,2080,-556.41,-20.87,824.16,803.29,165591.53,12690.97,34708.54,55.78,25344.32,117930.17,83221.62,-9364.22
709,REMIND,RUS,SSP2-19-SPA2-V17,2090,-608.9,-283.7,798.6,514.9,172182.43,13978.97,42822.3,61.23,32312.81,149534.78,106712.48,-10509.49
710,REMIND,RUS,SSP2-19-SPA2-V17,2100,-771.2,-575.9,809.9,234,175926.91,15226.97,50864.77,66.51,39255.36,178393.33,127528.55,-11609.41
711,REMIND,USA,SSP2-19-SPA2-V17,2020,5453.69,6642,0.25,6642.25,208159.08,9238.3,0.25,48.87,202.04,371.1,370.85,201.79
712,REMIND,USA,SSP2-19-SPA2-V17,2030,4171.04,4900,205.1,5105.1,266895.82,12758.8,1027,54.2,2927.9,5844.71,4817.71,1900.9
713,REMIND,USA,SSP2-19-SPA2-V17,2040,786.14,1601,1540,3141,308126.32,16514.8,9752.5,60.5,14076.09,28722.64,18970.14,4323.59
714,REMIND,USA,SSP2-19-SPA2-V17,2050,-1557,-822.1,2122,1299.9,330330.82,20474.8,28062.5,64.01,36960.63,75195.22,47132.73,8898.13
715,REMIND,USA,SSP2-19-SPA2-V17,2060,-2141,-1372,2291,919,341425.32,24620.3,50127.5,68.07,65322.96,128787.86,78660.36,15195.46
716,REMIND,USA,SSP2-19-SPA2-V17,2070,-2173,-1393,2292,899,350515.32,28939.8,73042.5,72.63,95766.99,181111.6,108069.1,22724.5
717,REMIND,USA,SSP2-19-SPA2-V17,2080,-2310.01,-1495,2431.91,936.91,359694.88,33399.8,96662.05,77.4,128220.26,233998.56,137336.51,31558.2
718,REMIND,USA,SSP2-19-SPA2-V17,2090,-2453,-1591,2572,980.99,369284.41,37950.3,121681.58,82.35,161856.1,286959,165277.42,40174.52
719,REMIND,USA,SSP2-19-SPA2-V17,2100,-2365.96,-1423,2432.43,1009.43,379236.53,42544.3,146703.71,87.27,195811.9,339785.79,193082.08,49108.2
720,REMIND,World,SSP2-19-SPA2-V17,2020,42226.28,56740,694.99,57434.99,1366490.54,198589.51,694.99,13.25,,0,-694.99,
721,REMIND,World,SSP2-19-SPA2-V17,2030,31110.35,41780,1477.56,43257.56,1869953.27,278219.51,11557.72,16.72,0,0,-11557.72,-11557.72
722,REMIND,World,SSP2-19-SPA2-V17,2040,8622.75,17790,8455.9,26245.9,2217470.58,363709.51,61225.03,19.88,0,0,-61225.03,-61225.03
723,REMIND,World,SSP2-19-SPA2-V17,2050,-7249.56,1511,13087.05,14598.05,2421690.34,453694.51,168939.79,23.48,0,0,-168939.79,-168939.79
724,REMIND,World,SSP2-19-SPA2-V17,2060,-10479.54,-2098,14430.54,12332.54,2556343.27,546604.51,306527.72,28.03,0,0,-306527.72,-306527.72
725,REMIND,World,SSP2-19-SPA2-V17,2070,-12620,-4292,15488.57,11196.57,2673988.82,640869.51,456123.27,33.59,0,0,-456123.27,-456123.27
726,REMIND,World,SSP2-19-SPA2-V17,2080,-13640.04,-5520,16400.55,10880.55,2784374.46,735159.51,615568.91,40.19,0,0,-615568.91,-615568.91
727,REMIND,World,SSP2-19-SPA2-V17,2090,-13239.95,-5546,16578.18,11032.18,2893938.12,828359.51,780462.57,47.88,0,0,-780462.57,-780462.57
728,REMIND,World,SSP2-19-SPA2-V17,2100,-14180.05,-6917,16733.43,9816.43,2998181.16,919619.51,947020.61,56.66,0,0,-947020.61,-947020.61
729,REMIND,AFR,SSP1-26-SPA1-V17,2020,1228.01,3233,119.69,3352.69,98032.19,21023.29,119.69,2.3,0,0,-119.69,-119.69
730,REMIND,AFR,SSP1-26-SPA1-V17,2030,1370.01,3367,28.86,3395.86,131774.97,31911.79,862.47,3.77,0,0,-862.47,-862.47
731,REMIND,AFR,SSP1-26-SPA1-V17,2040,1893.31,4358,57.74,4415.74,170832.97,44571.79,1295.47,6.79,0,0,-1295.47,-1295.47
732,REMIND,AFR,SSP1-26-SPA1-V17,2050,1848.32,4731,302.55,5033.55,218079.39,58766.79,3096.9,12.04,0,0,-3096.9,-3096.9
733,REMIND,AFR,SSP1-26-SPA1-V17,2060,1462.53,4455,779.45,5234.45,269419.4,74151.79,8506.9,19.89,0,0,-8506.9,-8506.9
734,REMIND,AFR,SSP1-26-SPA1-V17,2070,910.96,3776,1080.14,4856.14,319872.35,90371.79,17804.85,30.42,0,0,-17804.85,-17804.85
735,REMIND,AFR,SSP1-26-SPA1-V17,2080,212.8,2220,1120.37,3340.37,360854.89,107076.79,28807.39,43.04,0,0,-28807.39,-28807.39
736,REMIND,AFR,SSP1-26-SPA1-V17,2090,-415.13,815.3,1146.55,1961.85,387365.97,123911.79,40141.98,57.64,0,0,-40141.98,-40141.98
737,REMIND,AFR,SSP1-26-SPA1-V17,2100,-737.4,214.4,1146.8,1361.2,403981.21,140541.79,51608.71,73.92,0,0,-51608.71,-51608.71
738,REMIND,CHN,SSP1-26-SPA1-V17,2020,9243.66,11750,16.35,11766.35,242914.79,40161.53,16.35,15.26,211.17,0,-16.35,194.82
739,REMIND,CHN,SSP1-26-SPA1-V17,2030,7554.03,9600,6.82,9606.82,349780.63,53896.53,132.2,28.71,1592.58,0,-132.2,1460.38
740,REMIND,CHN,SSP1-26-SPA1-V17,2040,6103,7439,75.93,7514.93,435389.37,67326.53,545.93,44.03,3494.67,285.92,-260.01,2948.74
741,REMIND,CHN,SSP1-26-SPA1-V17,2050,4239,5258,407.31,5665.31,501290.56,80086.53,2962.12,57.5,10717.2,1418.79,-1543.33,7755.08
742,REMIND,CHN,SSP1-26-SPA1-V17,2060,1607,2409,977.37,3386.37,546548.92,91891.53,9885.49,67.39,28104.56,4885.5,-4999.99,18219.07
743,REMIND,CHN,SSP1-26-SPA1-V17,2070,-361.8,306.8,1541.05,1847.85,572720,102571.53,22477.57,75.78,56192.41,11571.58,-10905.99,33714.85
744,REMIND,CHN,SSP1-26-SPA1-V17,2080,-1103,-525.8,1788.32,1262.52,588271.87,112063.53,39124.44,82.95,90870.75,22084.61,-17039.82,51746.31
745,REMIND,CHN,SSP1-26-SPA1-V17,2090,-1356,-914,1809.2,895.2,599060.49,120359.53,57112.06,89.76,126687.68,37297.61,-19814.44,69575.63
746,REMIND,CHN,SSP1-26-SPA1-V17,2100,-1464,-1070,1794.75,724.75,607160.22,127463.03,75131.79,97.28,160992.14,57221.62,-17910.17,85860.36
747,REMIND,EUR,SSP1-26-SPA1-V17,2020,3348.22,4228,107.1,4335.1,144799.67,14656.76,107.1,31.84,165.13,97.44,-9.66,58.03
748,REMIND,EUR,SSP1-26-SPA1-V17,2030,3072,3768,52.01,3820.01,185575.22,19895.26,902.65,37.1,1094.67,736.43,-166.22,192.02
749,REMIND,EUR,SSP1-26-SPA1-V17,2040,2804,3359,58.81,3417.81,221764.33,25262.26,1456.76,44.63,1933.58,1289.38,-167.38,476.82
750,REMIND,EUR,SSP1-26-SPA1-V17,2050,2294,2742,167.24,2909.24,253399.6,30738.26,2587.03,51.96,4873.22,3398.55,811.52,2286.18
751,REMIND,EUR,SSP1-26-SPA1-V17,2060,1412.11,1810,428.27,2238.27,279137.16,36288.26,5564.59,59.23,12255.86,9311.7,3747.11,6691.27
752,REMIND,EUR,SSP1-26-SPA1-V17,2070,478.11,793.3,719.86,1513.16,297894.28,41851.26,11305.21,67.68,25404.62,19947.94,8642.74,14099.42
753,REMIND,EUR,SSP1-26-SPA1-V17,2080,-186.9,158,902.83,1060.83,310764.22,47352.26,19418.65,76.7,43809.24,33699.62,14280.98,24390.59
754,REMIND,EUR,SSP1-26-SPA1-V17,2090,-516.5,-69.35,908.16,838.81,320262.42,52711.26,28473.6,86.73,65776.43,48607.1,20133.5,37302.83
755,REMIND,EUR,SSP1-26-SPA1-V17,2100,-674.6,-257.1,919.54,662.44,327768.65,57857.76,37612.08,98.11,90408.43,63673.88,26061.8,52796.36
756,REMIND,IND,SSP1-26-SPA1-V17,2020,3166.56,4660,0.01,4660.01,64719.29,35177.71,0.01,5.29,0,0,-0.01,-0.01
757,REMIND,IND,SSP1-26-SPA1-V17,2030,3205.69,4591,5.15,4596.15,111000.06,49277.71,25.77,9.32,0,0,-25.77,-25.77
758,REMIND,IND,SSP1-26-SPA1-V17,2040,2856.17,4220,58.41,4278.41,155372.85,64192.71,343.56,15.93,0,0,-343.56,-343.56
759,REMIND,IND,SSP1-26-SPA1-V17,2050,2332,3461,268.7,3729.7,195413.43,79562.71,1979.14,24.35,0,0,-1979.14,-1979.14
760,REMIND,IND,SSP1-26-SPA1-V17,2060,1305,2285,660.1,2945.1,228787.44,94992.71,6623.15,33.96,0,0,-6623.15,-6623.15
761,REMIND,IND,SSP1-26-SPA1-V17,2070,436.8,1283,892.8,2175.8,254391.94,110077.71,14387.65,44.39,0,0,-14387.65,-14387.65
762,REMIND,IND,SSP1-26-SPA1-V17,2080,63.39,782.6,906.9,1689.5,273718.44,124437.71,23386.15,54.99,0,0,-23386.15,-23386.15
763,REMIND,IND,SSP1-26-SPA1-V17,2090,-353.5,160.4,915.7,1076.1,287546.46,137752.71,32499.17,66.15,0,0,-32499.17,-32499.17
764,REMIND,IND,SSP1-26-SPA1-V17,2100,-604.6,-188.2,916.62,728.42,296569.08,149802.71,41660.79,78.01,0,0,-41660.79,-41660.79
765,REMIND,LAM,SSP1-26-SPA1-V17,2020,2362.4,4432,38.29,4470.29,127720.24,17175.57,38.29,13.32,0,23.7,-14.59,-38.29
766,REMIND,LAM,SSP1-26-SPA1-V17,2030,2544.04,4515,4.72,4519.72,172670.3,23682.57,253.34,18.27,0,223.57,-29.78,-253.34
767,REMIND,LAM,SSP1-26-SPA1-V17,2040,1818.36,3473,60.89,3533.89,212938.35,30409.57,581.4,25.32,0,458.78,-122.62,-581.4
768,REMIND,LAM,SSP1-26-SPA1-V17,2050,1056,2165,283.96,2448.96,242852.59,37184.07,2305.64,33.78,0,1131.5,-1174.14,-2305.64
769,REMIND,LAM,SSP1-26-SPA1-V17,2060,416.5,1312,637.92,1949.92,264846.98,43844.07,6915.03,43.15,4300.87,2805.99,-4109.04,-2614.16
770,REMIND,LAM,SSP1-26-SPA1-V17,2070,-191.32,626.8,885.93,1512.73,282160.25,50261.07,14534.3,52.99,15795.62,6031.03,-8503.27,1261.33
771,REMIND,LAM,SSP1-26-SPA1-V17,2080,-451.71,277.6,977.3,1254.9,295998.43,56340.07,23850.47,63.54,32180.03,11198.69,-12651.79,8329.56
772,REMIND,LAM,SSP1-26-SPA1-V17,2090,-699.75,-60.51,1052.01,991.5,307230.46,61992.57,33997.05,74.59,51716.83,18473.43,-15523.63,17719.78
773,REMIND,LAM,SSP1-26-SPA1-V17,2100,-936.2,-368.5,1145.55,777.05,316073.2,67125.57,44984.85,86.82,73108.16,27479.24,-17505.61,28123.31
774,REMIND,MEA,SSP1-26-SPA1-V17,2020,3097.61,4425,6.52,4431.52,102119.84,13066.42,6.52,0,,28.72,22.2,
775,REMIND,MEA,SSP1-26-SPA1-V17,2030,3008.88,4072,12.57,4084.57,144700.3,18593.92,101.98,0,0,299.17,197.19,-101.98
776,REMIND,MEA,SSP1-26-SPA1-V17,2040,2842.11,3685,23.01,3708.01,183663.21,24561.92,279.89,0,0,606.83,326.94,-279.89
777,REMIND,MEA,SSP1-26-SPA1-V17,2050,2460.14,2997,70.54,3067.54,217540.92,30825.92,747.6,0,0,1696.65,949.06,-747.6
778,REMIND,MEA,SSP1-26-SPA1-V17,2060,1670.04,2045,218.06,2263.06,244193.88,37220.42,2190.55,0,0,4639.61,2449.06,-2190.55
779,REMIND,MEA,SSP1-26-SPA1-V17,2070,693.2,990.4,526.59,1516.99,263094.1,43590.42,5913.78,0,0,9589.47,3675.69,-5913.78
780,REMIND,MEA,SSP1-26-SPA1-V17,2080,-214.96,27.47,881.03,908.5,275221.55,49801.42,12951.88,0,0,15218.29,2266.42,-12951.88
781,REMIND,MEA,SSP1-26-SPA1-V17,2090,-764.13,-568.7,1081.39,512.69,282327.52,55732.92,22764,0,0,20018.68,-2745.32,-22764
782,REMIND,MEA,SSP1-26-SPA1-V17,2100,-961.37,-790.1,1181.09,390.99,286845.91,61286.42,34076.39,0,0,23836.78,-10239.61,-34076.39
783,REMIND,RUS,SSP1-26-SPA1-V17,2020,1080.03,2132,264.19,2396.19,82709.77,4496.97,264.19,20.97,29.7,112.44,-151.75,-234.49
784,REMIND,RUS,SSP1-26-SPA1-V17,2030,936.1,1671,90.42,1761.42,103497.85,5891.97,2037.27,30.7,206.33,875.32,-1161.95,-1830.93
785,REMIND,RUS,SSP1-26-SPA1-V17,2040,803.3,1383,39.28,1422.28,119416.34,7253.97,2685.76,42.2,397.79,1498.49,-1187.26,-2287.97
786,REMIND,RUS,SSP1-26-SPA1-V17,2050,632.4,1139,46.51,1185.51,132455.24,8580.97,3114.67,50.19,1073.32,3836.34,721.68,-2041.35
787,REMIND,RUS,SSP1-26-SPA1-V17,2060,586.26,1068,78.6,1146.6,144115.78,9863.47,3740.2,56.63,2695.96,10489.58,6749.38,-1044.24
788,REMIND,RUS,SSP1-26-SPA1-V17,2070,311.81,736.2,145.6,881.8,154257.8,11088.97,4861.23,63.86,5427.94,23147.45,18286.22,566.71
