,MODEL,Region,Scenario,Year,Total_CO2,Total_GHG,TOTAL_CDR,CO2_Emissions,CUM_CO2,cumPopulation,CUM_CDR,GDP_cap,CUM_CDR_fair_share_by_GDP,CUM_CDR_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_CUM_POP,CUM_CDR_model_vs_fair_share_by_GDP
161,IMAGE,EUR,SSP2-LF-SPA2-V17,2100,-812.53,-335.76,1688.12,1352.36,316746.69,61023.5,101020.3,91.56,202522.17,149583.35,48563.06,101501.88
162,MESSAGE,CHN,SSP1-19,2020,9231.83,11800.85,182.03,11982.89,243407.11,40451.17,182.03,15.81,430.55,0,-182.03,248.52
163,MESSAGE,CHN,SSP1-19,2030,5037.65,6794.44,583.2,7377.64,340209.73,55423.92,4008.19,29.11,8223.13,433.69,-3574.5,4214.94
164,MESSAGE,CHN,SSP1-19,2040,3533.89,5225.23,799.77,6025,407222.92,70123.77,10923.03,44.35,26322.96,2680.13,-8242.9,15399.93
165,MESSAGE,CHN,SSP1-19,2050,864.96,2371.66,1425.94,3797.59,456335.89,84148.92,22051.57,57.64,55504.47,8756.08,-13295.49,33452.9
166,MESSAGE,CHN,SSP1-19,2060,-495.85,912.61,1758.41,2671.03,488678.98,97178.97,37973.32,67.8,95599.28,20504.73,-17468.59,57625.97
167,MESSAGE,CHN,SSP1-19,2070,-1182.89,85.69,2000.67,2086.36,512465.92,109015.82,56768.71,76.4,142624,39321.52,-17447.2,85855.29
168,MESSAGE,CHN,SSP1-19,2080,-1626.19,-540.24,2128.84,1588.6,530840.73,119580.12,77416.24,83.66,191923.18,65930.9,-11485.33,114506.95
169,MESSAGE,CHN,SSP1-19,2090,-1927.15,-985.71,2262.08,1276.37,545165.56,128850.27,99370.81,91.32,243759.04,100536.11,1165.3,144388.23
170,MESSAGE,CHN,SSP1-19,2100,-2097.66,-1285.52,2342.81,1057.28,556833.81,136816.37,122395.23,99.81,296136.27,142189.22,19793.99,173741.04
171,MESSAGE,EUR,SSP1-19,2020,4355.69,5467.19,133.78,5600.97,162619.96,17826.26,133.78,32.5,375.35,212.85,79.07,241.57
172,MESSAGE,EUR,SSP1-19,2030,3178.17,3940.43,269.04,4209.47,211672.19,24284.66,2147.89,38.74,5420.84,3633.26,1485.36,3272.95
173,MESSAGE,EUR,SSP1-19,2040,2024.91,2657.48,438.52,3096,248199.56,30917.16,5685.71,46.63,14835.6,10334.34,4648.63,9149.89
174,MESSAGE,EUR,SSP1-19,2050,786.7,1348.25,496.74,1844.99,272904.51,37680.06,10362.03,54.51,28839.89,21204.14,10842.11,18477.86
175,MESSAGE,EUR,SSP1-19,2060,228.34,761.54,621.64,1383.19,289045.39,44511.96,15953.93,62.73,48632.84,36714.26,20760.32,32678.91
176,MESSAGE,EUR,SSP1-19,2070,-276.04,225.52,748.26,973.78,300830.23,51327.76,22803.44,72.04,74035.42,55129.51,32326.07,51231.98
177,MESSAGE,EUR,SSP1-19,2080,-655.92,-209.23,918.77,709.55,309246.88,58030.31,31138.6,81.8,104235.27,74727.82,43589.22,73096.68
178,MESSAGE,EUR,SSP1-19,2090,-875.6,-484.59,1021.91,537.31,315481.18,64520.31,40842,92.83,140654.95,95207.64,54365.64,99812.95
179,MESSAGE,EUR,SSP1-19,2100,-940.53,-593.95,1042.22,448.27,320409.1,70711.41,51162.62,105.33,183007.38,115720.03,64557.41,131844.76
180,MESSAGE,IND,SSP1-19,2020,2218.6,3601.68,124.62,3726.3,62385.03,36337.31,124.62,4.95,0,0,-124.62,-124.62
181,MESSAGE,IND,SSP1-19,2030,1931.58,3248.56,132.9,3381.46,97923.83,55303.91,1412.21,8.64,0,0,-1412.21,-1412.21
182,MESSAGE,IND,SSP1-19,2040,1398.73,2684.81,508.83,3193.64,130799.31,75472.31,4620.83,14.77,0,0,-4620.83,-4620.83
183,MESSAGE,IND,SSP1-19,2050,686.38,1965.82,707.91,2673.73,160136.16,96340.06,10704.52,22.73,0,0,-10704.52,-10704.52
184,MESSAGE,IND,SSP1-19,2060,59.12,1265.72,743.24,2008.96,183549.62,117358.11,17960.28,32.16,0,0,-17960.28,-17960.28
185,MESSAGE,IND,SSP1-19,2070,-125.68,828.94,797.16,1626.1,201724.91,137981.81,25662.3,42.51,0,0,-25662.3,-25662.3
186,MESSAGE,IND,SSP1-19,2080,-276.98,548.55,881.07,1429.62,217003.49,157715.16,34053.44,53.3,0,0,-34053.44,-34053.44
187,MESSAGE,IND,SSP1-19,2090,-452.21,228.57,891.55,1120.12,229752.18,176143.36,42916.55,64.96,0,0,-42916.55,-42916.55
188,MESSAGE,IND,SSP1-19,2100,-608.02,-25.07,869.74,844.66,239576.1,192976.66,51723.02,77.51,0,0,-51723.02,-51723.02
189,MESSAGE,AFR,SSP1-19,2020,2043.86,3003.49,174.03,3177.52,101033.17,21315.34,174.03,3.05,0,0,-174.03,-174.03
190,MESSAGE,AFR,SSP1-19,2030,661.19,1467.62,375.82,1843.44,126137.98,32186.74,2923.31,4.73,0,0,-2923.31,-2923.31
191,MESSAGE,AFR,SSP1-19,2040,75.52,811.83,798.88,1610.71,143408.74,44786.54,8796.83,8,0,0,-8796.83,-8796.83
192,MESSAGE,AFR,SSP1-19,2050,-792.08,-90.44,1584.13,1493.7,158930.79,58888.39,20711.89,13.4,0,0,-20711.89,-20711.89
193,MESSAGE,AFR,SSP1-19,2060,-1556.32,-884.27,2134.67,1250.4,172651.27,74159.34,39305.91,21.5,0,0,-39305.91,-39305.91
194,MESSAGE,AFR,SSP1-19,2070,-1868.67,-1198.7,2250.28,1051.59,184161.21,90250.59,61230.68,32.36,0,0,-61230.68,-61230.68
195,MESSAGE,AFR,SSP1-19,2080,-2701.78,-2061.36,2908.19,846.83,193653.32,106813.09,87023.06,45.61,0,0,-87023.06,-87023.06
196,MESSAGE,AFR,SSP1-19,2090,-2671.87,-2057.72,2872.15,814.43,201959.66,123497.44,115924.79,60.87,0,0,-115924.79,-115924.79
197,MESSAGE,AFR,SSP1-19,2100,-2601.16,-2017.98,3010.54,992.56,210994.66,139980.74,145338.26,77.54,0,0,-145338.26,-145338.26
198,MESSAGE,RUS,SSP1-19,2020,2486.28,3247.24,26.05,3273.28,119698.55,8722.39,26.05,16.8,85.21,266.13,240.08,59.17
199,MESSAGE,RUS,SSP1-19,2030,1436.3,2016.79,87.25,2104.04,146585.19,11496.34,592.52,25.32,1399.26,4270.83,3678.31,806.74
200,MESSAGE,RUS,SSP1-19,2040,848.26,1339.08,168.81,1507.88,164644.83,14224.24,1872.8,35.46,4169.69,11480.61,9607.81,2296.89
201,MESSAGE,RUS,SSP1-19,2050,342.74,729.43,283.07,1012.5,177246.74,16885.89,4132.19,43.4,8457.78,23352.76,19220.57,4325.59
202,MESSAGE,RUS,SSP1-19,2060,78.06,417.71,408.81,826.52,186441.83,19451.19,7591.6,50.79,14407.18,41238.39,33646.79,6815.58
203,MESSAGE,RUS,SSP1-19,2070,-179.07,112.71,497.21,609.91,193624.02,21891.09,12121.69,59.12,21808.03,63679.1,51557.4,9686.34
204,MESSAGE,RUS,SSP1-19,2080,-471.92,-237.65,590.38,352.73,198437.26,24177.69,17559.63,66.25,30183.46,88725.15,71165.52,12623.83
205,MESSAGE,RUS,SSP1-19,2090,-617.8,-418.36,678.65,260.29,201502.36,26286.44,23904.78,74.11,34616.6,115828.91,91924.14,10711.82
206,MESSAGE,RUS,SSP1-19,2100,-638.82,-464.92,687.06,222.14,203914.47,28205.39,30733.3,83.21,34616.6,144699.72,113966.42,3883.3
207,MESSAGE,LAM,SSP1-19,2020,3684.78,5053.33,348.79,5402.12,129844.42,17145.55,348.79,14.6,0,97.49,-251.3,-348.79
208,MESSAGE,LAM,SSP1-19,2030,1059.26,2247.49,755.59,3003.08,171870.43,23634.3,5870.71,19.97,0,1658.67,-4212.04,-5870.71
209,MESSAGE,LAM,SSP1-19,2040,76.57,1034.39,1224.4,2258.8,198179.84,30342.2,15770.67,27.69,0,4089.36,-11681.31,-15770.67
210,MESSAGE,LAM,SSP1-19,2050,-1372.47,-532.05,2144.35,1612.3,217535.33,37097.35,32614.45,36.79,5424.05,7983.43,-24631.03,-27190.4
211,MESSAGE,LAM,SSP1-19,2060,-3222.23,-2466.98,3776.44,1309.46,232144.13,43738.15,62218.4,46.74,19152.63,14340.49,-47877.91,-43065.77
212,MESSAGE,LAM,SSP1-19,2070,-4126.18,-3435.75,4383.2,947.45,243428.67,50136.35,103016.57,57.55,37574.47,22846.87,-80169.71,-65442.1
213,MESSAGE,LAM,SSP1-19,2080,-4684.68,-4064.59,4836.39,771.81,252024.93,56197.4,149114.53,69.15,60026.7,33097.43,-116017.1,-89087.83
214,MESSAGE,LAM,SSP1-19,2090,-5303.01,-4752.6,5362.63,610.03,258934.11,61833.45,200109.63,81.65,87275.1,45413,-154696.63,-112834.53
215,MESSAGE,LAM,SSP1-19,2100,-5627.59,-5132.7,5668.65,535.94,264663.96,66951.65,255265.99,95.04,118407,59449.7,-195816.3,-136858.99
216,MESSAGE,MEA,SSP1-19,2020,2870.75,3438.48,8.1,3446.59,90071.11,11753.44,8.1,0,,71.12,63.01,
217,MESSAGE,MEA,SSP1-19,2030,2816.5,3364.34,14.91,3379.25,124200.31,17013.94,123.17,0,0,1220.1,1096.93,-123.17
218,MESSAGE,MEA,SSP1-19,2040,2522.61,3036.57,15.9,3052.47,156358.93,22785.19,277.25,0,0,4075.71,3798.46,-277.25
219,MESSAGE,MEA,SSP1-19,2050,1640.48,2048.61,16.86,2065.48,181948.67,28936.99,441.08,0,0,9318.85,8877.76,-441.08
220,MESSAGE,MEA,SSP1-19,2060,1063.33,1423.44,18.47,1441.91,199485.62,35309.34,617.75,0,0,16637.5,16019.75,-617.75
221,MESSAGE,MEA,SSP1-19,2070,697.78,996.18,19.3,1015.49,211772.63,41743.29,806.62,0,0,24614.83,23808.21,-806.62
222,MESSAGE,MEA,SSP1-19,2080,429.55,668.63,20.05,688.68,220293.47,48092.74,1003.4,0,0,32143.25,31139.86,-1003.4
223,MESSAGE,MEA,SSP1-19,2090,121.98,302.65,23.37,326.02,225366.96,54221.54,1220.49,0,0,38036.71,36816.22,-1220.49
224,MESSAGE,MEA,SSP1-19,2100,16.71,168.77,22.69,191.46,227954.34,60014.94,1450.79,0,0,41264.31,39813.52,-1450.79
225,MESSAGE,USA,SSP1-19,2020,5860.38,7190.4,193.67,7384.07,210056.78,9230.12,193.67,54.57,374.7,618.22,424.55,181.03
226,MESSAGE,USA,SSP1-19,2030,3680.3,4644.41,391.43,5035.84,272156.31,13165.92,3119.18,64.14,5534.03,10626.54,7507.36,2414.85
227,MESSAGE,USA,SSP1-19,2040,1997.76,2778.26,619.19,3397.45,314322.73,17397.47,8172.26,72.76,15164.91,29098.83,20926.57,6992.66
228,MESSAGE,USA,SSP1-19,2050,252.41,895.7,870.35,1766.05,340140.24,21898.77,15619.93,79.64,29205.01,58081.75,42461.82,13585.08
229,MESSAGE,USA,SSP1-19,2060,-612.42,-4.5,1218.59,1214.08,355040.92,26646.72,26064.6,85.84,48614.47,98236.85,72172.25,22549.86
230,MESSAGE,USA,SSP1-19,2070,-898.21,-328.91,1251.72,922.81,365725.39,31620.07,38416.14,92.56,73176.64,144892.57,106476.43,34760.5
231,MESSAGE,USA,SSP1-19,2080,-1177.63,-640.51,1510.96,870.45,374691.71,36776.52,52229.55,99.6,102235.4,195245.28,143015.74,50005.85
232,MESSAGE,USA,SSP1-19,2090,-1362.52,-867.79,1761.89,894.11,383514.51,42034.37,68593.82,108.1,137383.69,249932.81,181339,68789.87
233,MESSAGE,USA,SSP1-19,2100,-1572.61,-1129.41,2089.59,960.18,392785.93,47287.12,87851.22,117.79,178407.55,308517.64,220666.42,90556.33
234,MESSAGE,World,SSP1-19,2020,38093.86,49604.42,1265.82,50870.24,1241125.6,201338.42,1265.82,14.82,,0,-1265.82,
235,MESSAGE,World,SSP1-19,2030,23404.16,32526.66,2849.64,35376.29,1672358.26,278910.17,21843.08,20.9,0,0,-21843.08,-21843.08
236,MESSAGE,World,SSP1-19,2040,14933.86,23055.25,5133.54,28188.8,1990183.71,360507.82,61758.99,28.6,0,0,-61758.99,-61758.99
237,MESSAGE,World,SSP1-19,2050,3629.96,10845.17,8254.06,19099.23,2226623.83,444422.92,128697.01,36.68,0,0,-128697.01,-128697.01
238,MESSAGE,World,SSP1-19,2060,-4029.74,2643.48,11540.98,14184.47,2393042.31,528842.82,227672.22,45.26,0,0,-227672.22,-227672.22
239,MESSAGE,World,SSP1-19,2070,-8118.55,-2135.53,13021.45,10885.92,2518394.24,612114.02,350484.38,54.77,0,0,-350484.38,-350484.38
240,MESSAGE,World,SSP1-19,2080,-11932.15,-6651.23,14855.64,8204.41,2613845.9,692786.52,489869.83,64.96,0,0,-489869.83,-489869.83
241,MESSAGE,World,SSP1-19,2090,-14315.9,-9691.36,16161.43,6470.06,2687218.29,769545.52,644955.19,76.44,0,0,-644955.19,-644955.19
242,MESSAGE,World,SSP1-19,2100,-15487.08,-11389.83,17215.66,5825.82,2748697.74,841289.97,811840.62,89.19,0,0,-811840.62,-811840.62
243,MESSAGE,CHN,SSP1-26,2020,9244.72,11883.55,181.1,12064.65,243611.52,40451.17,181.1,15.81,425.58,0,-181.1,244.48
244,MESSAGE,CHN,SSP1-26,2030,8307.24,10606.27,567.75,11174.02,359804.84,55423.92,3925.3,29.34,7036.51,758.53,-3166.77,3111.21
245,MESSAGE,CHN,SSP1-26,2040,6696.4,8796.45,793.43,9589.88,463624.33,70123.77,10731.17,44.61,21525.38,4349.45,-6381.72,10794.21
246,MESSAGE,CHN,SSP1-26,2050,4072.48,5873.24,1251.8,7125.05,547198.97,84148.92,20957.32,58.02,44285.17,11749.35,-9207.97,23327.84
247,MESSAGE,CHN,SSP1-26,2060,1947.57,3580.42,1549.73,5130.16,608474.98,97178.97,34965.01,68.2,74858.26,24215.3,-10749.71,39893.24
248,MESSAGE,CHN,SSP1-26,2070,103.35,1489.21,1806.69,3295.91,650605.29,109015.82,51747.16,76.77,112337.06,42545.94,-9201.22,60589.9
249,MESSAGE,CHN,SSP1-26,2080,-843.59,396.26,1920.52,2316.78,678668.73,119580.12,70383.23,84.04,154381.96,66557.35,-3825.88,83998.73
250,MESSAGE,CHN,SSP1-26,2090,-1489.38,-404.28,2084.19,1679.91,698652.2,128850.27,90406.78,91.48,199380.73,97385.39,6978.61,108973.94
251,MESSAGE,CHN,SSP1-26,2100,-1893.49,-977.81,2232.35,1254.54,713324.45,136816.37,111989.5,99.99,245159.23,135573.53,23584.03,133169.73
252,MESSAGE,EUR,SSP1-26,2020,4361.94,5541.16,121.85,5663.01,162775.07,17826.26,121.85,32.54,371.3,210.48,88.62,249.45
253,MESSAGE,EUR,SSP1-26,2030,3982.97,4951.96,156.62,5108.59,216633.07,24284.66,1514.24,38.87,4709.12,3087.98,1573.74,3194.87
254,MESSAGE,EUR,SSP1-26,2040,3395.99,4096.77,258.43,4355.2,263951.99,30917.16,3589.51,46.84,12230.46,8054.22,4464.7,8640.95
255,MESSAGE,EUR,SSP1-26,2050,2509.5,3135.82,402.45,3538.27,303419.34,37680.06,6893.92,54.85,23146.83,15888.61,8994.69,16252.91
256,MESSAGE,EUR,SSP1-26,2060,1377.59,1972.66,555.01,2527.67,333749.04,44511.96,11681.24,63.05,38227.79,26957.2,15275.96,26546.54
257,MESSAGE,EUR,SSP1-26,2070,616.43,1173.46,617.41,1790.88,355341.77,51327.76,17543.38,72.5,58542.58,40613.6,23070.22,40999.2
258,MESSAGE,EUR,SSP1-26,2080,123.72,619.4,732.19,1351.6,371054.13,58030.31,24291.4,82.21,84361.14,56196.2,31904.79,60069.74
259,MESSAGE,EUR,SSP1-26,2090,-484.96,-37.6,860.47,822.87,381926.47,64520.31,32254.71,93.06,115988.42,72566.89,40312.19,83733.71
260,MESSAGE,EUR,SSP1-26,2100,-754.47,-362.08,971.69,609.61,389088.89,70711.41,41415.5,105.61,153060.59,88889,47473.5,111645.09
261,MESSAGE,IND,SSP1-26,2020,2233.4,3650.68,124.64,3775.32,62507.58,36337.31,124.64,4.96,0,0,-124.64,-124.64
262,MESSAGE,IND,SSP1-26,2030,2660.22,4109.3,58.72,4168.02,102224.29,55303.91,1041.4,8.73,0,0,-1041.4,-1041.4
263,MESSAGE,IND,SSP1-26,2040,2850.13,4358.76,314.69,4673.45,146431.65,75472.31,2908.43,14.93,0,0,-2908.43,-2908.43
264,MESSAGE,IND,SSP1-26,2050,2447.69,3977.14,521.25,4498.39,192290.87,96340.06,7088.11,22.94,0,0,-7088.11,-7088.11
265,MESSAGE,IND,SSP1-26,2060,1829.8,3304.5,664.07,3968.58,234625.7,117358.11,13014.72,32.4,0,0,-13014.72,-13014.72
266,MESSAGE,IND,SSP1-26,2070,981.61,2273.41,738.95,3012.36,269530.37,137981.81,20029.84,42.82,0,0,-20029.84,-20029.84
267,MESSAGE,IND,SSP1-26,2080,585.02,1743.98,686.49,2430.47,296744.51,157715.16,27157.03,53.76,0,0,-27157.03,-27157.03
268,MESSAGE,IND,SSP1-26,2090,207.14,1177.48,755.79,1933.27,318563.21,176143.36,34368.43,65.47,0,0,-34368.43,-34368.43
269,MESSAGE,IND,SSP1-26,2100,-216.91,569.09,852.47,1421.56,335337.35,192976.66,42409.75,77.85,0,0,-42409.75,-42409.75
270,MESSAGE,AFR,SSP1-26,2020,2119.28,3109.26,169.28,3278.54,101285.72,21315.34,169.28,3.04,0,0,-169.28,-169.28
271,MESSAGE,AFR,SSP1-26,2030,1375.22,2295.38,333.11,2628.49,130820.91,32186.74,2681.25,4.82,0,0,-2681.25,-2681.25
272,MESSAGE,AFR,SSP1-26,2040,1003.43,1872.97,718.61,2591.58,156921.28,44786.54,7939.87,8.14,0,0,-7939.87,-7939.87
273,MESSAGE,AFR,SSP1-26,2050,642.99,1510.09,1056.13,2566.21,182710.25,58888.39,16813.57,13.64,0,0,-16813.57,-16813.57
274,MESSAGE,AFR,SSP1-26,2060,-167.77,680.21,1606.66,2286.87,206975.68,74159.34,30127.53,21.79,0,0,-30127.53,-30127.53
275,MESSAGE,AFR,SSP1-26,2070,-871.36,-21.29,1952.63,1931.35,228066.77,90250.59,47924.02,32.63,0,0,-47924.02,-47924.02
276,MESSAGE,AFR,SSP1-26,2080,-1482.84,-644.3,2256.16,1611.86,245782.81,106813.09,68967.99,45.88,0,0,-68967.99,-68967.99
277,MESSAGE,AFR,SSP1-26,2090,-1931.74,-1112.37,2347.46,1235.09,260017.59,123497.44,91986.09,61.14,0,0,-91986.09,-91986.09
278,MESSAGE,AFR,SSP1-26,2100,-2295.44,-1578.91,2563.15,984.24,271114.24,139980.74,116539.12,77.81,0,0,-116539.12,-116539.12
279,MESSAGE,RUS,SSP1-26,2020,2522.43,3287.09,21.69,3308.78,119787.28,8722.39,21.69,16.8,84.21,263.17,241.48,62.52
280,MESSAGE,RUS,SSP1-26,2030,1973.52,2627.06,37.85,2664.91,149655.73,11496.34,319.39,25.52,1208,3662.49,3343.1,888.6
281,MESSAGE,RUS,SSP1-26,2040,1773.04,2377.62,79,2456.62,175263.41,14224.24,903.64,35.95,3437.59,9252.89,8349.25,2533.95
282,MESSAGE,RUS,SSP1-26,2050,1381.25,1921.5,158.73,2080.23,197947.68,16885.89,2092.3,44.01,6808.34,18399.02,16306.72,4716.04
283,MESSAGE,RUS,SSP1-26,2060,850.32,1307.27,242.43,1549.7,216097.33,19451.19,4098.09,51.42,11375.73,32029.89,27931.8,7277.64
284,MESSAGE,RUS,SSP1-26,2070,452.22,877.58,341.3,1218.87,229940.19,21891.09,7016.7,60.12,17342.67,50235.2,43218.5,10325.97
285,MESSAGE,RUS,SSP1-26,2080,207.67,599.51,420.72,1020.24,241135.74,24177.69,10826.79,67.02,24558.07,72998.54,62171.75,13731.27
286,MESSAGE,RUS,SSP1-26,2090,-205.74,115.07,517.37,632.44,249399.13,26286.44,15517.25,73.98,28445.83,99149.66,83632.41,12928.58
287,MESSAGE,RUS,SSP1-26,2100,-444.91,-192.49,587.59,395.1,254536.84,28205.39,21042.03,83.21,28445.83,127016.93,105974.89,7403.79
288,MESSAGE,LAM,SSP1-26,2020,3688.8,5110.54,390.9,5501.45,130092.74,17145.55,390.9,14.56,0,96.83,-294.08,-390.9
289,MESSAGE,LAM,SSP1-26,2030,1482.01,2803.7,710.55,3514.25,175171.24,23634.3,5898.18,20.06,0,1339.2,-4558.98,-5898.18
290,MESSAGE,LAM,SSP1-26,2040,877.39,2043.4,1092.78,3136.18,208423.41,30342.2,14914.85,27.87,0,2687.46,-12227.38,-14914.85
291,MESSAGE,LAM,SSP1-26,2050,-179.1,802.55,1714.77,2517.32,236690.91,37097.35,28952.59,37.06,4171.8,4352.83,-24599.76,-24780.79
292,MESSAGE,LAM,SSP1-26,2060,-1850.63,-992.55,2634.42,1641.87,257486.86,43738.15,50698.52,47.18,14662.34,6178.94,-44519.58,-36036.18
293,MESSAGE,LAM,SSP1-26,2070,-2669.83,-1902.6,3482.29,1579.69,273594.65,50136.35,81282.06,57.99,29442.98,8810.15,-72471.91,-51839.08
294,MESSAGE,LAM,SSP1-26,2080,-4080.63,-3390.23,4574.33,1184.1,287413.59,56197.4,121565.14,69.12,48593.8,13212.74,-108352.4,-72971.34
295,MESSAGE,LAM,SSP1-26,2090,-4746.45,-4119.49,4966.86,847.37,297570.97,61833.45,169271.08,81.37,72123.72,18763.69,-150507.39,-97147.35
296,MESSAGE,LAM,SSP1-26,2100,-4973.87,-4405.95,5041.12,635.17,304983.67,66951.65,219310.95,95.17,99276.01,25709.83,-193601.12,-120034.94
297,MESSAGE,MEA,SSP1-26,2020,2868.85,3438.42,8.1,3446.52,90070.95,11753.44,8.1,0,,69.93,61.83,
298,MESSAGE,MEA,SSP1-26,2030,3064.19,3649.86,1.19,3651.05,125558.79,17013.94,54.57,0,0,938.64,884.08,-54.57
299,MESSAGE,MEA,SSP1-26,2040,3181.97,3737.46,15.89,3753.34,162580.75,22785.19,139.95,0,0,2643.41,2503.46,-139.95
300,MESSAGE,MEA,SSP1-26,2050,2691.58,3156.98,16.8,3173.78,197216.36,28936.99,303.38,0,0,5686.73,5383.35,-303.38
301,MESSAGE,MEA,SSP1-26,2060,1970.03,2396.2,17.63,2413.83,225154.38,35309.34,475.51,0,0,9971.32,9495.82,-475.51
302,MESSAGE,MEA,SSP1-26,2070,1730.47,2113.54,18.37,2131.91,247883.08,41743.29,655.49,0,0,15770.44,15114.95,-655.49
303,MESSAGE,MEA,SSP1-26,2080,1391.01,1739.65,19.84,1759.48,267340.06,48092.74,846.52,0,0,23555.39,22708.87,-846.52
304,MESSAGE,MEA,SSP1-26,2090,761.82,1038.12,19.35,1057.46,281424.8,54221.54,1042.45,0,0,31651.56,30609.11,-1042.45
305,MESSAGE,MEA,SSP1-26,2100,370.02,579.06,20.12,599.18,289708.02,60014.94,1239.79,0,0,38091.34,36851.55,-1239.79
306,MESSAGE,USA,SSP1-26,2020,5897.81,7251.4,164.15,7415.55,210135.48,9230.12,164.15,54.61,370.49,611.18,447.03,206.34
307,MESSAGE,USA,SSP1-26,2030,4858.13,5993.12,325.82,6318.94,278807.91,13165.92,2614.01,64.27,4794.71,9213.08,6599.06,2180.7
308,MESSAGE,USA,SSP1-26,2040,3906.33,4804.75,491.78,5296.53,336885.24,17397.47,6702,73.11,12486.91,23944.49,17242.49,5784.91
309,MESSAGE,USA,SSP1-26,2050,2682.56,3428.14,698.3,4126.45,384000.12,21898.77,12652.42,80.19,23439.3,47026.48,34374.06,10786.88
310,MESSAGE,USA,SSP1-26,2060,1307.16,1983.96,837.52,2821.48,418739.74,26646.72,20331.54,86.18,38223.54,79246.58,58915.05,17892
311,MESSAGE,USA,SSP1-26,2070,220.3,858.28,1007.9,1866.18,442178.01,31620.07,29558.62,92.93,57825.72,118767.25,89208.63,28267.1
312,MESSAGE,USA,SSP1-26,2080,-632.66,-30.47,1310.24,1279.77,457907.75,36776.52,41149.31,99.92,82619.13,163245.47,122096.16,41469.82
313,MESSAGE,USA,SSP1-26,2090,-1001.43,-439.78,1418.18,978.4,469198.62,42034.37,54791.43,108.2,113093.88,210766.96,155975.54,58302.45
314,MESSAGE,USA,SSP1-26,2100,-1202.32,-702.15,1638.34,936.19,478771.6,47287.12,70074.05,118.21,148995.12,260907.73,190833.68,78921.07
315,MESSAGE,World,SSP1-26,2020,38420.44,50257.42,1251.58,51509,1242722.5,201338.42,1251.58,14.83,,0,-1251.58,
316,MESSAGE,World,SSP1-26,2030,32769.34,43437.89,2298.08,45735.97,1728947.36,278910.17,18999.92,21.04,0,0,-18999.92,-18999.92
317,MESSAGE,World,SSP1-26,2040,28134.59,37694.01,4088.32,41782.33,2166538.86,360507.82,50931.93,28.82,0,0,-50931.93,-50931.93
318,MESSAGE,World,SSP1-26,2050,19794.24,28364.71,6345.9,34710.62,2549003.59,444422.92,103103.02,36.99,0,0,-103103.02,-103103.02
319,MESSAGE,World,SSP1-26,2060,9669.22,17557.28,8753.34,26310.62,2854109.77,528842.82,178599.24,45.6,0,0,-178599.24,-178599.24
320,MESSAGE,World,SSP1-26,2070,1691.52,8819.58,10875.33,19694.91,3084137.4,612114.02,276742.58,55.15,0,0,-276742.58,-276742.58
321,MESSAGE,World,SSP1-26,2080,-4199.5,2324.29,12929.3,15253.58,3258879.85,692786.52,395765.69,65.36,0,0,-395765.69,-395765.69
322,MESSAGE,World,SSP1-26,2090,-9066.82,-3278.17,13974.4,10696.23,3388628.92,769545.52,530284.16,76.76,0,0,-530284.16,-530284.16
323,MESSAGE,World,SSP1-26,2100,-12215.37,-7265.27,15206.44,7941.18,3481815.94,841289.97,676188.36,89.53,0,0,-676188.36,-676188.36
324,MESSAGE,CHN,SSP2-19,2020,10061.71,12955.12,161.71,13116.84,246241.98,40474.82,161.71,15.57,336.02,0,-161.71,174.31
325,MESSAGE,CHN,SSP2-19,2030,4581.66,6657.69,508.72,7166.41,347658.24,55620.42,3513.9,24.95,5314.19,394.22,-3119.68,1800.29
326,MESSAGE,CHN,SSP2-19,2040,1880.43,3692.52,615.57,4308.1,405030.79,70632.47,9135.39,33.11,14639.71,1560.61,-7574.78,5504.32
327,MESSAGE,CHN,SSP2-19,2050,317.59,1939.14,819.26,2758.4,440363.27,85085.32,16309.57,40.85,28531.87,4306.38,-12003.18,12222.3
328,MESSAGE,CHN,SSP2-19,2060,-405.98,1045.18,1055.87,2101.05,464660.49,98651.27,25685.21,47.83,50079.81,10358.74,-15326.47,24394.61
329,MESSAGE,CHN,SSP2-19,2070,-1150.05,117.24,1763.35,1880.59,484568.67,111148.62,39781.28,55.25,82986.46,22626.97,-17154.32,43205.17
330,MESSAGE,CHN,SSP2-19,2080,-1461.23,-349.27,2032.37,1683.1,502387.12,122526.37,58759.88,62.7,127095.72,43797.01,-14962.87,68335.84
331,MESSAGE,CHN,SSP2-19,2090,-1706.01,-717.2,2177.48,1460.28,518104.04,132807.82,79809.15,69.77,176301.04,73353.29,-6455.87,96491.88
332,MESSAGE,CHN,SSP2-19,2100,-1918.71,-1014.93,2265.95,1251.02,531660.56,142091.97,102026.34,77.49,225273.04,108834.6,6808.26,123246.69
333,MESSAGE,EUR,SSP2-19,2020,4319.48,5518.31,117.02,5635.33,162705.86,17824.43,117.02,32.39,294.15,164.22,47.2,177.13
334,MESSAGE,EUR,SSP2-19,2030,2763.18,3639.32,149.6,3788.92,209827.11,24270.88,1450.15,37.37,3812.76,2322.05,871.9,2362.61
335,MESSAGE,EUR,SSP2-19,2040,1063.93,1744.28,233.09,1977.37,238658.56,30875.13,3363.62,42.88,9469.93,5578.02,2214.39,6106.3
